pred	true
2647.88623047	1425.68
8478.26757812	9420.76
4461.99316406	3272.83
2164.72460938	4153.45
1781.86682129	2549.75
2364.17553711	3273.55
3991.08959961	4680.36
2872.98022461	1370.0
1940.69006348	1351.54
6740.64111328	5626.16
20929.53125	28155.61
3701.02075195	3554.0
11211.3427734	3995.84
4199.64941406	1838.27
3240.53955078	2080.69
1612.81433105	1869.42
1314.43774414	1569.73
1097.73913574	839.97
1960.40039062	1360.08
1585.13049316	816.21
1013.39807129	776.61
1919.68615723	3313.3
912.41015625	7398.93
1313.57556152	2499.79
2507.24316406	2617.74
10861.2666016	10893.78
1519.46948242	7303.99
1407.67248535	596.39
1604.68994141	1769.95
6300.41699219	3460.95
1477.8605957	1253.53
1391.39672852	1324.5
1287.38208008	1419.44
1991.95031738	1189.73
1080.06237793	925.89
2150.24072266	3756.23
437.38482666	658.96
936.296569824	776.63
1736.95263672	770.39
1921.2557373	2585.65
5876.00683594	6639.51
1508.16479492	1784.41
3886.15258789	7903.44
1036.86230469	696.0
4584.30224609	4188.5
1947.98474121	3335.88
2190.93945312	1556.13
2008.32971191	2713.67
1958.71191406	409.85
2628.73388672	1440.95
7803.63671875	8319.6
2633.53027344	2126.61
654.135192871	272.34
2847.39477539	3630.77
1510.62915039	2550.48
1955.62939453	2346.65
7029.65576172	3319.07
3808.15014648	4706.32
1906.74072266	1469.61
2143.18896484	3135.73
1022.14868164	1366.4
13355.5742188	18221.85
1930.13415527	5807.61
2069.67651367	1681.5
3240.6105957	1763.01
3186.8605957	1904.69
1321.28234863	4228.45
1258.59716797	1469.43
2092.99804688	1623.57
1763.21569824	829.61
2345.83227539	4361.87
2175.71582031	997.16
1546.58618164	4701.71
3259.75708008	3844.21
2003.22241211	2151.3
1555.53381348	4016.04
3766.60253906	4079.35
3759.7800293	1038.05
3976.87988281	2346.54
1726.09863281	633.89
908.75378418	517.5
1483.13549805	1805.77
2908.09375	3195.65
1726.1628418	741.94
5897.79003906	4292.7
3579.21069336	4504.45
3949.41772461	2964.88
2720.45141602	6262.36
1970.37658691	1346.14
1844.58569336	1395.13
1848.36999512	689.84
2949.0300293	2917.3
1469.34777832	866.26
9509.54492188	8068.44
5827.87255859	7472.3
5225.05761719	1807.43
5626.57275391	3929.61
1349.22729492	2662.29
3460.4855957	2348.94
1755.3762207	1652.49
1687.07055664	3075.83
910.931274414	1430.54
2322.86474609	2312.77
905.949707031	386.04
7864.30859375	3969.52
3881.47827148	2884.02
1410.97888184	840.5
3880.70092773	3137.54
1068.38830566	1831.7
3319.96630859	2651.49
1572.1081543	1669.68
6255.19189453	5910.87
2069.59838867	2157.47
1217.78942871	2740.35
1700.28625488	2774.12
1713.90209961	858.86
1884.26953125	1713.12
5832.81005859	4517.49
3346.28271484	5559.2
1018.78723145	808.63
2254.8581543	1924.32
1574.77612305	1394.35
8804.67675781	12644.81
776.615844727	1055.2
3314.44262695	8377.88
5147.14208984	5781.05
1618.65588379	925.55
1284.47802734	740.82
2436.23754883	3375.2
1486.70910645	974.39
1660.92456055	2513.86
2857.83862305	8188.24
1669.68005371	5484.44
3992.47924805	2995.41
1478.94421387	1833.97
1026.74291992	795.64
4475.47705078	2566.32
2572.61157227	2334.58
3117.74316406	3382.98
1679.39428711	1063.13
1008.69897461	575.98
1289.52197266	824.54
3797.16186523	2253.17
4804.95361328	4105.05
1138.53210449	1540.81
1139.22131348	688.59
1001.66992188	1052.74
5102.39892578	6473.9
2624.8347168	3673.27
3519.79394531	4451.45
977.242797852	1436.73
930.551391602	622.6
967.941955566	2054.98
3765.31665039	2232.03
5133.41113281	4950.27
2817.35400391	3089.33
1702.31188965	2613.56
1675.48376465	3534.87
2640.44970703	7961.24
1938.56091309	1799.97
1118.15405273	959.06
1744.86877441	1175.33
1236.64489746	588.78
1156.94677734	793.71
1851.83618164	3104.47
1247.06567383	720.12
3362.25463867	8478.32
1141.11767578	619.83
4290.13232422	6899.77
3655.00805664	4251.86
1315.58581543	667.48
1370.59082031	2125.88
1621.04956055	1364.06
2018.64416504	2474.83
836.824035645	828.09
3637.93334961	5722.74
1841.76794434	3859.48
2761.32055664	3003.27
1838.37414551	4226.08
1429.15368652	4128.26
1477.16809082	1785.77
1711.33862305	1159.98
2880.82836914	4380.88
3555.26757812	4754.06
1925.36437988	1887.92
2383.16235352	3062.95
790.903015137	2088.47
7769.34423828	10054.15
1923.04394531	977.23
3477.36743164	3278.51
8989.58300781	10382.0
2603.36132812	3987.63
2505.33105469	3657.14
1441.33972168	1314.18
1890.41442871	822.72
991.904418945	457.05
2968.1315918	6956.93
4806.29638672	6552.48
3018.56542969	4345.05
1920.63745117	1032.21
3643.66235352	1104.25
1101.36999512	553.12
2045.51135254	1646.29
986.995239258	997.15
967.248046875	1684.18
1003.11871338	906.94
1418.07653809	855.62
1817.10803223	2267.14
13923.3125	13027.32
4956.00439453	4139.3
2931.57885742	2880.96
2932.17578125	1335.35
1600.91894531	837.12
2653.01098633	2872.84
1069.11914062	2565.54
3563.9987793	1387.63
2068.92358398	1606.34
2299.21826172	1679.11
1891.2746582	1999.43
1912.21655273	1055.52
926.238647461	311.2
4524.33056641	3087.31
1194.25292969	403.98
3340.08789062	4426.75
1906.26623535	2227.53
2807.38745117	2310.0
2083.37133789	4318.94
7328.31445312	7690.53
2176.96728516	1771.9
1566.82531738	1138.03
1796.66101074	2736.54
496.122253418	455.86
6701.70800781	5398.78
1078.65576172	2069.48
1750.8770752	2736.86
4244.95703125	3173.52
2131.08447266	17110.63
9780.45117188	6749.67
2260.2578125	1877.75
1482.11254883	658.08
2292.15551758	3576.93
654.611022949	1667.26
1032.53735352	1976.57
4214.9765625	3371.06
5483.85644531	6263.18
1654.77429199	1502.85
2371.77368164	3171.69
2072.76269531	2705.68
4395.43115234	5296.64
7346.15771484	7104.39
1575.85473633	1553.37
9354.44726562	13056.83
2917.45800781	3298.95
2511.44555664	1844.47
2068.92163086	2114.34
1934.07177734	1900.78
963.713256836	2303.06
3050.86962891	6166.06
2180.98413086	2983.08
3770.44091797	6541.95
852.667907715	1015.73
755.038024902	473.95
1563.93884277	1345.57
3404.72460938	4453.63
7045.23291016	5524.27
1534.98156738	695.6
2741.21704102	2569.66
3178.8137207	2906.34
1288.1484375	981.99
4214.76757812	2228.47
4537.89892578	2665.88
1261.08178711	569.0
1585.11767578	931.95
2121.14306641	1869.9
1077.25097656	1702.5
3346.11987305	5634.58
5148.60546875	3474.99
2185.43237305	1510.87
1354.94592285	1013.57
1574.70251465	2358.8
1551.73486328	5932.08
2214.74975586	3248.04
4289.12548828	5277.45
1955.62011719	1512.98
2230.57958984	2244.22
440.461029053	880.07
1447.80358887	2234.58
1804.91296387	1046.72
1085.07165527	304.86
1893.16943359	1635.52
4580.15087891	2189.48
1347.23046875	2208.42
2197.63696289	1081.2
3285.42700195	3430.97
4203.88867188	3932.4
1925.77758789	3203.57
1341.50402832	1762.9
1672.58056641	960.93
2544.90795898	3798.24
1863.85229492	1483.6
2804.07617188	3281.15
1622.56066895	1428.09
1054.92260742	1133.0
661.69543457	299.83
1670.61730957	1721.24
1574.57189941	1381.56
776.973693848	803.23
2191.15161133	2480.64
3153.85644531	8646.91
4449.88183594	7049.69
1869.13012695	707.82
1490.39160156	1469.78
1427.89758301	777.4
2350.57299805	2247.58
2657.73901367	2008.79
1624.11572266	2578.13
1334.64123535	1156.92
1938.84008789	2450.9
2348.28662109	2487.5
1112.65771484	1409.98
2206.14672852	2734.39
2098.43432617	2483.31
1649.56359863	1075.74
2722.04760742	2634.44
1623.29968262	1965.95
4691.01123047	4847.24
1693.21740723	1523.93
2495.42797852	1874.51
1829.69873047	878.71
1816.6463623	974.14
4110.85498047	7019.6
2055.734375	1731.13
1838.50915527	1440.76
2883.39013672	1149.6
1755.82995605	2344.67
7091.45507812	7337.61
3110.33056641	5016.78
5596.44384766	8203.61
3136.08862305	3062.81
1920.80041504	2361.22
2680.23193359	4940.54
1266.21008301	948.08
8719.51953125	9656.82
1564.81164551	2668.94
1358.52160645	697.64
5164.09033203	1526.41
1046.28845215	1525.47
2083.67529297	863.94
1614.07995605	654.91
1202.85473633	2005.6
1402.53491211	627.31
9023.54492188	13624.23
2103.46337891	1417.7
2181.21923828	2468.82
2219.00341797	4587.85
7746.11376953	8977.03
2970.04443359	1289.25
4049.06030273	2052.53
1842.81420898	1891.38
6524.74169922	5198.18
3703.19555664	4634.53
1401.60095215	1864.5
2392.93359375	2014.64
3260.77368164	6840.23
2564.53662109	3998.68
1408.70727539	1189.13
1134.51318359	650.67
1318.34204102	635.48
4344.44238281	1249.17
1544.83935547	1777.03
4946.59814453	4152.42
2319.45678711	680.16
2938.48974609	2501.41
1402.40112305	1562.86
865.328063965	805.24
1653.70703125	404.81
5976.27001953	4406.8
4586.66796875	5494.25
7363.27197266	6603.61
971.260192871	1469.15
1251.19995117	546.83
1556.07617188	928.88
7409.42529297	7701.0
5052.68310547	4115.29
3367.02929688	4802.77
1186.24084473	821.23
3415.3034668	5304.15
3624.38305664	4112.32
1001.81658936	837.28
8085.32958984	9022.06
3037.64233398	2580.65
2322.31201172	3504.37
4542.10742188	2639.57
9469.57226562	16871.87
3673.47314453	4362.89
1931.52075195	1897.97
1147.703125	793.52
1081.01977539	1600.39
2130.25024414	4168.58
1374.92016602	1697.12
5127.58398438	4937.85
2167.77709961	3224.8
3299.87451172	2956.57
2690.58862305	1419.23
1496.52307129	1835.95
1492.16003418	1522.95
1949.71496582	1546.93
1613.0958252	2103.11
2185.60961914	2811.18
1431.71630859	777.67
2378.09155273	3537.74
1199.25756836	647.03
4505.72070312	7711.07
4267.43994141	2164.95
1922.54968262	4640.84
1165.0177002	2132.91
1691.76550293	3178.03
5237.79003906	3369.39
1704.20593262	1056.21
2697.58862305	3579.44
1967.98022461	3592.19
2036.90515137	4641.29
13034.8007812	12390.96
1434.87316895	547.83
1538.76379395	3710.42
1564.38183594	925.52
7335.45361328	9026.77
6177.83740234	5802.7
2412.02587891	2850.68
5018.97900391	3118.41
1483.2557373	1023.57
3721.66943359	4420.81
1491.37329102	443.67
1070.60571289	934.28
2197.2199707	4737.37
3293.14990234	1270.17
3542.12304688	4258.8
1099.89892578	1959.81
1283.60070801	879.14
1886.73669434	5383.83
2636.12207031	2247.09
2024.78491211	1360.02
968.171386719	774.04
3215.79077148	7246.07
1439.46398926	982.21
1280.01464844	1444.98
1140.78039551	1750.87
870.521179199	3056.13
2768.06640625	1236.82
2003.41918945	1372.26
1556.28613281	4400.67
5080.58740234	5103.52
1307.2956543	958.87
1179.82739258	1592.26
4662.62695312	7581.36
2349.71923828	2690.2
2606.72753906	1252.76
1619.82177734	1533.16
7635.70019531	5603.9
1979.22717285	2582.18
3114.63452148	2623.81
7376.90771484	8105.4
2303.06860352	794.38
2560.99755859	4654.09
1176.73840332	605.15
1872.00488281	915.68
5931.49267578	7154.49
1794.8996582	2884.59
6143.30908203	8563.14
1289.5078125	1161.34
5715.68017578	6016.31
3202.58154297	1400.39
864.605895996	602.51
1826.87585449	626.4
1384.98779297	3300.29
2206.75805664	2579.45
2593.19433594	2368.06
1346.8059082	1873.53
1224.2755127	2075.11
2643.17578125	3940.33
1313.4296875	1242.47
769.128051758	783.5
3006.23803711	3034.02
1356.52587891	897.15
4174.50878906	2870.97
2216.28588867	6197.82
7838.56591797	8153.88
2827.61889648	1669.48
3610.71777344	5021.6
1626.21813965	2067.23
3405.93920898	6785.47
1191.76757812	1702.14
1548.53869629	1337.82
1853.76306152	1397.12
3543.41015625	3335.77
4492.21826172	5033.18
1177.66845703	764.19
1149.85095215	513.46
936.518493652	1007.85
1311.43823242	921.21
1836.03161621	4473.62
1282.61010742	1313.15
1460.12011719	1952.34
1233.11364746	1436.13
1938.0267334	2716.43
8304.16308594	6964.58
7765.81835938	5838.72
1787.43737793	2355.32
4421.58154297	3565.41
1478.93640137	1141.61
1423.59423828	1024.67
2198.32128906	1446.23
1518.31433105	1162.37
2877.93408203	4076.02
1405.45715332	859.33
1319.47851562	588.52
917.79083252	796.28
3925.95849609	6440.59
4202.69433594	6120.48
1170.58728027	1087.83
2008.94555664	1466.27
2850.29785156	1295.98
1090.4276123	986.71
3766.43017578	3698.29
986.850341797	1251.1
1542.47949219	1360.01
6786.26269531	7904.01
1610.68395996	1615.47
2345.71484375	4451.62
1328.50390625	937.74
4140.6796875	2409.62
2284.58496094	1737.31
2212.66186523	2361.9
1192.54858398	1395.25
1327.41662598	912.09
5504.20654297	9320.37
1261.9083252	2467.38
1543.27111816	1479.55
2770.6809082	2461.79
1653.06994629	3017.92
1224.03564453	1196.37
2224.56640625	1935.53
799.826904297	736.95
1088.76184082	1527.94
14369.8076172	15342.11
2500.41992188	2300.55
1336.95983887	1395.48
3123.15917969	5104.63
7470.17382812	13373.98
1179.66479492	1599.26
2271.30712891	2990.42
1104.6192627	1281.79
4104.69287109	6007.61
2831.09301758	3277.84
1657.81567383	1763.28
1678.84265137	1337.27
1543.67150879	887.18
2734.27050781	3740.85
1187.76904297	1289.17
910.336791992	399.42
3251.08276367	2846.84
1355.22192383	695.25
1483.30957031	1558.8
1905.42553711	1155.42
2322.17138672	5587.78
4832.22265625	6821.36
1145.28674316	1128.09
1959.99560547	2686.63
1302.55053711	1463.03
3409.14013672	3563.92
1605.98510742	1052.94
1133.16906738	1514.07
1530.26269531	601.22
4328.25195312	3338.34
3091.97631836	1403.44
1154.75048828	1385.67
2362.19921875	3764.19
2386.04492188	3636.38
1771.69665527	2204.92
1284.24902344	1543.64
1005.65942383	1250.08
2696.64086914	2496.11
4144.11621094	4049.56
1683.18640137	1928.38
1186.23181152	1743.5
2951.21899414	4751.62
1011.61071777	1200.89
2802.97338867	2931.55
1428.97314453	825.04
1541.18994141	764.39
2039.75598145	1563.63
763.14630127	837.86
1685.20776367	1834.29
1929.64099121	3770.5
920.546813965	830.98
4556.125	1651.95
1419.00195312	2322.36
2754.79467773	1433.7
1806.27246094	2739.99
1900.5826416	2758.12
1057.67016602	3507.08
1609.22619629	1130.63
2946.28637695	4456.38
2830.28710938	2482.25
1781.89147949	805.37
2108.86035156	2913.26
2805.2824707	2688.31
3546.44946289	2134.09
1242.0078125	1121.75
997.124145508	770.84
3458.0871582	6678.16
6225.68505859	16554.87
1484.17407227	1707.41
997.503662109	2072.26
1853.85144043	2225.74
2331.26342773	821.22
800.926025391	553.0
8730.86914062	8483.64
5610.26269531	8600.45
7664.37207031	6010.2
4041.88793945	4751.69
1591.0871582	1954.31
1578.8572998	1455.3
900.715759277	923.74
989.807556152	774.72
1087.20495605	826.28
1515.46960449	988.04
10957.0439453	9758.21
1006.17071533	710.83
1413.99621582	2157.94
2261.22265625	4355.65
901.626342773	440.35
2655.86157227	864.41
2839.32226562	2566.43
971.023071289	884.94
1110.03564453	947.53
4047.32299805	5759.54
2551.47680664	2269.9
3474.10253906	3287.57
3908.75854492	12406.53
1065.01647949	1148.74
7070.15673828	8111.18
1336.7755127	965.66
2102.10473633	3700.69
953.512695312	2513.11
3982.06396484	3394.34
5346.96728516	3933.72
1926.74658203	2337.34
2751.58886719	2908.19
768.894470215	344.14
1605.68188477	1292.19
3495.44482422	3208.44
6809.81591797	5305.94
4401.54736328	3770.34
5733.55419922	3010.96
1809.7097168	2172.1
1945.89306641	2439.29
2090.66088867	2273.85
2215.46801758	1588.31
1022.70983887	840.2
4043.18725586	5083.09
1544.08666992	1676.61
2130.59179688	3455.05
2181.73291016	2204.21
2035.35083008	1666.89
2001.28234863	2528.95
1435.1652832	2170.94
5958.57080078	8886.53
4753.18798828	3732.16
1811.09094238	1321.11
4391.55566406	5318.86
1032.19921875	1246.89
5910.66162109	6090.09
1669.16577148	1760.52
1695.52404785	1141.41
965.228637695	2413.1
986.835266113	930.9
2534.13183594	4133.16
1765.7701416	3546.32
1388.88244629	2981.2
4774.16748047	4170.59
1984.47766113	846.08
2750.95776367	3059.49
1434.79589844	1624.26
2033.3001709	1126.42
1211.5994873	945.57
3141.5546875	1569.9
3458.71704102	3688.53
3256.26147461	11425.83
2504.96801758	2210.88
1327.9407959	1634.8
1247.04077148	1353.2
2975.31884766	1943.89
2253.92724609	2059.9
2239.48706055	2614.34
2413.8347168	1124.07
3997.66088867	4220.48
2396.97973633	3333.58
1049.11462402	581.85
2217.94360352	1484.52
2163.14794922	2350.68
2778.4152832	4136.13
1802.18249512	2705.32
2430.00488281	4672.43
1308.92749023	572.85
2430.41064453	5476.33
1629.01831055	3603.24
1790.44091797	1379.19
1174.8449707	1189.59
1702.390625	2239.44
5650.00097656	3735.59
2332.82250977	6370.38
750.953063965	808.41
5694.70556641	8911.06
5432.02929688	6976.91
6171.28320312	8218.97
916.777404785	3229.21
2357.31445312	2402.14
2567.81103516	2872.75
1077.86914062	1390.3
1495.34033203	874.57
1706.94836426	1110.86
1420.35375977	880.63
938.510070801	1111.58
5911.02832031	3993.2
3347.45092773	4419.58
1346.91638184	935.63
2267.92529297	3863.72
6681.26171875	4556.48
1036.69177246	2399.01
4523.11376953	5779.59
3725.99511719	6534.28
1651.25244141	3342.17
3435.52758789	6269.34
1723.62133789	1189.75
1835.96679688	2631.32
1666.41259766	1189.09
2618.83862305	1537.6
1066.22021484	1607.91
3280.05151367	5900.83
1710.23730469	1066.7
1368.3503418	932.37
1085.52087402	645.85
1849.75866699	750.54
895.024108887	1148.75
1012.81933594	636.55
2414.22363281	1626.99
2550.84301758	5463.39
1347.80297852	1036.75
865.870056152	435.91
3121.41723633	5099.54
1306.9342041	1836.94
5172.11425781	6799.72
1044.96069336	1159.62
2444.04150391	1336.59
1644.7701416	2221.67
1354.11218262	2011.94
915.758056641	392.74
2889.59619141	1955.9
4945.10302734	4698.71
1050.91259766	1822.37
1694.85717773	1429.25
2186.85961914	2148.48
1953.62084961	3268.36
1459.3927002	1691.47
1161.39746094	2646.22
1328.16503906	1401.4
4096.125	10635.52
2051.92871094	2045.47
2381.796875	1025.5
10548.8886719	8241.06
2522.60131836	2461.42
4933.39794922	3540.22
10929.3457031	12742.37
1660.96020508	1573.18
1582.54309082	1075.31
2465.37475586	2638.39
6219.91650391	764.6
929.725524902	774.94
1028.70715332	585.07
794.522705078	661.7
3109.92407227	2380.61
3357.65332031	2852.77
2937.2331543	4267.64
3713.65673828	1218.24
1938.05078125	1503.25
1627.3026123	1315.25
4021.4753418	4703.13
3209.54052734	2960.58
2091.36279297	1010.6
2395.84838867	5189.71
2460.79907227	1046.18
2361.55834961	2888.54
3651.79589844	6558.77
1367.37060547	1390.7
2102.67919922	1849.41
4670.48193359	4278.17
3725.02514648	7943.45
1354.77734375	1078.16
8972.91503906	864.78
3513.60620117	4304.94
5476.79003906	6045.79
1267.74401855	784.38
2334.70092773	1610.79
1782.28405762	1825.83
1835.12573242	1276.79
2772.54833984	2522.15
644.941162109	441.84
1543.0489502	1311.91
1584.98840332	633.3
9570.32910156	9340.62
1651.90698242	1804.31
1768.95739746	1788.65
5886.03515625	5284.36
2291.03662109	2622.18
4704.78369141	4033.41
6413.234375	10610.32
1685.47131348	2754.12
6467.52978516	9961.33
4426.66992188	5449.75
1513.55285645	940.51
2240.94189453	1880.85
1754.25415039	2246.71
2011.62573242	2755.16
1915.20690918	1310.99
1471.14257812	1183.83
1159.89709473	1277.32
2475.31445312	1095.69
2799.2734375	2292.01
9921.62207031	7648.18
895.284912109	672.72
3806.75219727	5837.48
1920.0871582	4494.24
5221.3515625	5723.6
5374.57421875	10809.07
1006.20672607	1063.66
4263.31933594	5597.95
1557.05151367	2362.97
1040.48327637	788.24
2190.64282227	2316.16
3893.19311523	1206.81
771.456359863	387.07
3379.84960938	3251.6
1710.98693848	1883.3
1209.38415527	1360.58
7187.68945312	2694.14
1525.93017578	2333.29
1589.92529297	1284.79
8059.125	18188.9
2157.76123047	4188.96
4561.92919922	7312.48
1395.48632812	1955.82
5217.95654297	3271.19
2769.09472656	2964.6
1946.11767578	468.03
1268.27978516	1306.48
3534.69238281	3971.06
5622.75878906	8166.7
2823.98364258	1314.86
996.607421875	4770.95
